PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0A9Rk,1Q6/pp3ppk/1np2q1p/6r1/8/1P1N4/P1P2PPP/3R2K1 w - - 6 23,b8b7 f6f3 g2g3 f3d1,1713,73,96,15673,crushing endgame pin short,https://lichess.org/nAoViVhl#45,
0A9jk,2r1r1k1/R4pp1/7p/1Q6/8/4pqP1/5P1P/5RK1 w - - 0 32,f2e3 f3e3 f1f2 e3a7,1756,75,90,1896,crushing endgame fork short,https://lichess.org/0hDBkVT5#63,
0ABS1,2r3k1/1p2qpp1/1b2pB1p/p7/2r5/P2Q4/1PBR1PPP/3R2K1 b - - 0 23,e7f6 d3h7 g8f8 h7h8 f8e7 d2d7,1741,75,95,13792,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/WXejBTN9/black#46,
0ABXA,2r2rk1/pQ1b4/4p2p/4q1pN/2Pn4/P2BpP2/6PP/R3R1K1 b - - 0 21,d7c6 b7h7,1723,87,60,176322,mate mateIn1 middlegame oneMove,https://lichess.org/IZNWxu97/black#42,
0ABgy,4r1k1/p2b1ppp/8/2PPp1q1/2P2n2/2R5/P2Q2PN/5BK1 w - - 7 35,c3f3 f4h3 f3h3 g5d2,1751,75,96,12060,crushing discoveredAttack master middlegame pin short,https://lichess.org/vTiWuBwc#69,
0ABt8,8/8/4p3/1p4p1/1Prk2P1/1R3P2/4K3/8 b - - 6 44,c4c3 b3c3 d4c3 f3f4 c3d4 f4g5,1732,115,57,17,crushing endgame long rookEndgame,https://lichess.org/1wZnJHS4/black#88,
0ACBN,6k1/6p1/Q1p1p2p/2Pp4/p2Pp3/4P2P/5PPK/1q6 b - - 1 32,b1b5 a6b5 c6b5 c5c6 g8f7 c6c7,1795,78,84,97,advancedPawn crushing endgame long queenEndgame,https://lichess.org/euBEjbhj/black#64,
0ACFj,r3k2r/1p1b1ppp/p1nQ1n2/q1p5/4P3/2N5/PPPBBPPP/R3K2R w KQkq - 3 11,c3d5 a5d2 e1d2 f6e4 d2c1 e4d6 d5c7 e8e7,1768,74,95,2601,advantage attraction defensiveMove fork middlegame sacrifice veryLong,https://lichess.org/ZtTPXVS9#21,Philidor_Defense Philidor_Defense_Exchange_Variation
0ACtw,3r2k1/pp3p2/2b3p1/6rp/1q5N/1P2P1PP/P1Q2P2/2R2RK1 w - - 1 26,c1d1 d8d1 f1d1 b4h4,1798,79,81,49,advantage middlegame pin short,https://lichess.org/y1XuSOOE#51,
0ADVg,r2q1r2/p2n1ppk/bp6/2pQ4/8/P3PN2/5PPP/R1BR2K1 b - - 2 16,d7f6 d5f5 h7g8 d1d8,1731,78,85,61,crushing discoveredAttack middlegame short,https://lichess.org/CVCyg0kN/black#32,Nimzo-Indian_Defense Nimzo-Indian_Defense_Normal_Variation
0AFcN,r4r2/5pk1/2q1p1P1/2p1P1N1/1pPb3Q/7P/P6K/3R1R2 b - - 2 29,d4e5 h2g1 e5h2 g1h2 a8a2 f1f2 a2f2 h4f2,1789,75,87,191,advantage defensiveMove middlegame veryLong,https://lichess.org/GBwOExp4/black#58,
0AHh1,2r2rk1/1p3ppp/p2ppn2/3q4/Q2P2b1/P3PN2/1P2BPPP/2R2RK1 w - - 10 15,c1c2 b7b5 c2c8 b5a4,1716,74,93,2453,crushing middlegame short,https://lichess.org/Nh9OnTuj#29,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
0AIG9,3r2k1/pp3p2/8/2P2r1p/P2P2p1/1P2P2P/4qPQ1/2RR3K w - - 1 31,h3g4 f5f2 d1e1 f2g2 e1e2 g2e2,1727,77,89,574,advantage endgame long,https://lichess.org/nzCtK0ik#61,
0AK58,1k5r/1p2bppp/p3p1b1/3q2Pn/2NP4/2Q2P2/PPPB3P/R3K2R w KQ - 2 19,e1c1 h8c8 b2b3 b7b5,1771,74,91,3157,advantage middlegame short,https://lichess.org/VMopw41D#37,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0AM03,5rk1/1p4pp/p1p1p3/2P5/1P1PN2q/P3Q2n/5P1P/6RK w - - 1 41,g1g3 h4e4 e3e4 h3f2 h1g2 f2e4,1780,74,92,1850,advantage attraction deflection endgame fork long sacrifice,https://lichess.org/vKYVbto8#81,
0AMDl,6k1/6p1/4b2p/p1p1b3/Pp1pPN2/1P3QPP/2P3BK/4q3 b - - 3 33,e6f7 f4d3 e5g3 f3g3 e1g3 h2g3 c5c4 b3c4,1756,77,82,63,crushing endgame fork veryLong,https://lichess.org/BIDAw0zD/black#66,
0AMku,8/pp6/8/3P1k2/5p2/1P1K4/P7/8 w - - 1 49,d5d6 f5e6 d3e4 e6d6 a2a3 d6c5,1776,74,89,1748,crushing defensiveMove endgame long master pawnEndgame,https://lichess.org/ck1YQroF#97,
0AMm5,8/5p2/8/4P2k/5P1p/3K2p1/6R1/8 w - - 4 48,d3e3 h5g4 g2b2 h4h3 b2b8 h3h2,1773,74,98,533,advancedPawn advantage endgame long rookEndgame,https://lichess.org/B9otA4k6#95,
0AMpA,r1bq1r2/ppp1ppbk/2n3pp/4P2n/8/2NB1N2/PPP2PPP/R1BQ1RK1 b - - 0 11,c6e5 f3e5 g7e5 d1h5,1755,74,95,8302,crushing discoveredAttack opening pin short,https://lichess.org/HsDi7dvS/black#22,Nimzowitsch_Defense Nimzowitsch_Defense_Williams_Variation
0ANEQ,7r/1b1n1k1r/1q1pNb2/p2PpQp1/1p4P1/7P/PPP2PB1/R4RK1 b - - 3 23,d7c5 e6g5 f7g7 g5h7 h8h7 g4g5,1722,74,94,8413,advantage fork long middlegame,https://lichess.org/uRAqWzWH/black#46,
0ANuV,5rk1/pp3ppp/3rb3/3Bq3/3R4/1P3Q2/P4PPP/3R2K1 w - - 1 21,f3e4 d6d5 e4e5 d5e5,1777,77,84,89,advantage master middlegame short,https://lichess.org/xcf9mHLF#41,
0ANxe,1r4k1/6p1/3bN2p/1qppn2Q/8/rPB1P3/5PPP/1R3RK1 b - - 0 22,a3b3 b1b3 b5b3 c3e5,1701,75,94,1898,crushing middlegame short,https://lichess.org/6amnVZLV/black#44,
0APXZ,3r3r/4k1Q1/1p2p3/1b3P2/3n3q/8/PP4B1/2R2RK1 b - - 0 34,e7d6 g7c7,1712,105,78,96,mate mateIn1 middlegame oneMove,https://lichess.org/z3k9wgyJ/black#68,
0APYD,8/3Q4/6pp/p4p1k/5P2/1q5P/6PK/8 b - - 1 52,a5a4 g2g4 h5h4 d7e7 g6g5 e7e1 b3g3 e1g3,1769,73,96,16160,endgame mate mateIn4 queenEndgame veryLong,https://lichess.org/yf0vRUlk/black#104,
0AQJH,8/1pk5/2p3R1/p3r3/2Pn2K1/1P1PN3/P7/8 w - - 1 41,e3g2 e5e2 g2f4 e2a2 f4e6 d4e6,1724,91,82,25,crushing endgame long,https://lichess.org/JUueJN5W#81,
0AR4U,3r1rk1/1q3ppp/p2n4/1ppN1PP1/8/P7/1PPR2QP/5R1K b - - 0 22,d6c4 d5f6 g7f6 g2b7,1723,83,-60,38,crushing discoveredAttack middlegame short,https://lichess.org/01vg7q7o/black#44,
0ASFO,6k1/5p2/4p3/5r2/6K1/5RP1/PP3Q1P/3q4 w - - 3 50,f2f1 d1f1 f3f1 f5f1,1799,76,89,756,crushing endgame short xRayAttack,https://lichess.org/kNCl30aY#99,
0ASRY,2kr4/pp2qpp1/1np1p2p/B3PP1P/n1P5/6N1/PP2Q1P1/2KR4 w - - 3 23,b2b3 e7a3 c1b1 d8d1 e2d1 a3b2,1799,77,83,96,deflection exposedKing long mate mateIn3 middlegame queensideAttack,https://lichess.org/PBQidWyc#45,
0ATnP,8/1pp5/5p1p/P2p1k2/P2P1p2/2P2K1P/5P2/8 b - - 1 35,h6h5 h3h4 c7c6 a5a6 b7a6 a4a5 c6c5 d4c5,1771,75,95,7425,crushing endgame master pawnEndgame quietMove veryLong zugzwang,https://lichess.org/nLIyah1M/black#70,
0AVRV,4rr2/6pk/1R6/p1PQ4/P5p1/8/5qPP/1R5K w - - 4 36,b1g1 f2g1 h1g1 e8e1,1764,78,84,158,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/uesdO3xC#71,
0AVYx,7k/pB3p1p/8/2P5/8/2P5/PPr4r/R1B2K2 w - - 0 32,c1f4 h2f2 f1g1 f2f4,1751,78,85,61,crushing endgame fork short,https://lichess.org/pYa7xDIf#63,
0AVbr,4r1k1/p1q3p1/3br3/3pN1Q1/N1pP2P1/1P1bRP1P/P5K1/4R3 b - - 12 33,d6e5 e3e5 e6e5 e1e5 e8e5 g5e5 c7e5 d4e5,1730,362,29,4,crushing middlegame veryLong,https://lichess.org/8mdCGh6e/black#66,
0AVei,2B4k/7p/p7/1n1PPp2/8/4p2P/PP4PK/8 w - - 0 39,h2g3 f5f4 g3f3 b5d4 f3f4 e3e2,1778,75,95,2697,advancedPawn advantage endgame long,https://lichess.org/N0xhwy36#77,
0AWB5,8/2r5/8/2P5/2K5/1P6/8/5k2 b - - 2 65,c7b7 b3b4 b7h7 c5c6 f1e2 b4b5,1753,103,88,33,crushing defensiveMove endgame long quietMove rookEndgame,https://lichess.org/DtCuUgOb/black#130,
0AWGb,r1b2rk1/p1qn2pp/2p1pb2/3p4/8/1PN2N2/PBPQ1PPP/R3R1K1 b - - 1 14,e6e5 c3d5 c6d5 d2d5 g8h8 d5a8 c8b7 a8a7,1746,75,95,5657,crushing fork interference master middlegame veryLong,https://lichess.org/LwsAtKZc/black#28,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations
0AWZi,r2qkbr1/pp3bp1/2pp2n1/8/3P4/2N4Q/PPP3PP/R1B2RK1 b q - 2 13,d8d7 h3d7 e8d7 f1f7,1770,76,93,4394,advantage attraction opening short,https://lichess.org/55Uf1pDg/black#26,Kings_Gambit Kings_Gambit_Other_variations
0AX5T,r3k2r/pb3ppp/1p2p3/1B1pP1q1/3Pn3/2N2QP1/PPP4P/R3K2R b KQkq - 2 15,e8e7 c3e4 g5e3 f3e3,1783,75,84,382,crushing middlegame short,https://lichess.org/XCeQcjG2/black#30,Owen_Defense Owen_Defense_Other_variations
0AXtX,3r1rk1/2p2pp1/p4n1p/1p2p1N1/1P1nP3/PqBP3P/3Q1PP1/R4RK1 w - - 0 20,f1b1 b3c3 d2c3 d4e2 g1h2 e2c3,1746,75,88,104,attraction crushing fork long middlegame sacrifice,https://lichess.org/7zU5EB2q#39,
0AZ4o,2R2rk1/pp2ppbp/3p2p1/3N4/3nP3/1P1QPR1P/P3B1P1/4q1K1 w - - 1 18,f3f1 d4e2 d3e2 e1e2,1774,201,33,25,advantage kingsideAttack middlegame short,https://lichess.org/sDPoHhwb#35,Sicilian_Defense Sicilian_Defense_Old_Sicilian
0AZKQ,7k/1p2r1b1/1p1R1rpp/2p1p3/4R3/2P3BP/PP3PP1/6K1 w - - 2 27,g3e5 f6d6 e5g7 e7g7,1712,75,91,1351,crushing endgame short,https://lichess.org/E1Wpb4k5#53,
0AZNv,6k1/2r3pp/5qn1/1Q2b3/1P3p2/P4N1P/1P3PP1/3R2K1 b - - 0 28,e5b2 b5b8 g6f8 b8c7,1778,76,92,2122,crushing fork middlegame short,https://lichess.org/jv0R3QTy/black#56,
0Aa2o,2r2bk1/5p1p/2R3p1/1pBPp2q/p3P3/Q4PP1/6KP/8 b - - 4 31,c8c6 d5c6 f8c5 a3c5,1759,74,58,104,crushing endgame short,https://lichess.org/XyifyjM7/black#62,
0AaUW,2R5/p4ppk/1b2rr2/6Qp/3p4/P4PBq/1P3PRP/5K2 b - - 9 30,f6f5 g5g7 h7g7 g3e5 g7h7 c8h8,1777,74,98,427,attraction doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/f0JtELkn/black#60,
0Aat1,2r3k1/5pp1/p6p/1b5n/3q4/1PN1RP1P/P5P1/1BQ4K w - - 1 37,c1e1 h5g3 e1g3 d4e3,1713,75,84,121,advantage deflection middlegame short,https://lichess.org/QRgB3RUk#73,
0AbI6,5rk1/pp4bp/6p1/4Pp2/4r3/5NP1/PP3K2/R3R3 b - - 0 29,g7e5 f3e5 e4e1 a1e1,1701,74,94,1008,advantage endgame master short,https://lichess.org/KpiX9ZRm/black#58,
0Ac4w,4r2k/pp5p/3pP1q1/2p2p2/2P2P2/2Q5/P5PP/4R1K1 b - - 2 27,h8g8 e1e3 e8e6 e3g3 g8f7 g3g6,1768,75,91,151,crushing endgame long pin quietMove,https://lichess.org/t6Dl4K43/black#54,
0AfyJ,r1bq1b1r/pppp1kpp/1nn5/4P3/3P4/5Q2/PP3PPP/RNB1K1NR b KQ - 1 8,f7g8 f3b3 d7d5 e5d6 b6c4 b3c4 c8e6 c4e6,1737,75,94,240,discoveredAttack enPassant kingsideAttack mate mateIn4 opening veryLong,https://lichess.org/mI0PdxYL/black#16,Danish_Gambit Danish_Gambit_Other_variations
0AiZL,b4rnk/2p2r1p/2Pp2p1/P2Pp3/4p3/1N1B1PqP/2Q3P1/R4R1K w - - 0 39,f3e4 f7f2 f1f2 f8f2 c2f2 g3f2,1783,84,57,46,crushing long middlegame,https://lichess.org/HzYrs3Vv#77,
0AjmC,6k1/5p2/1pb2q2/2b1pN2/p1P1P1p1/P2r2P1/4QPK1/7R w - - 0 34,e2d3 f6f5 d3d8 c5f8,1745,87,71,39,crushing endgame pin short,https://lichess.org/l1l7Tdre#67,
0Ak4g,rnb2rk1/ppb2ppp/2p2n2/3p4/3Pq3/1Q2BN2/PP1NBPPP/R3K2R b KQ - 1 11,e4g6 f3h4 g6g4 e2g4,1743,76,90,1224,crushing middlegame short trappedPiece,https://lichess.org/8260QwrY/black#22,Kings_Pawn_Game Kings_Pawn_Game_Gunderam_Gambit
0AkKC,5r2/4Npkn/pqbp2p1/4p1b1/2P5/4NPP1/PP2PK2/R2Q3R w - - 2 25,h1h7 g7h7 d1b3 b6b3 a2b3 g5e7,1756,74,91,3574,advantage hangingPiece long middlegame,https://lichess.org/luDxI0RK#49,
0AlfR,8/8/8/5ppk/7p/2B4K/8/8 w - - 2 54,c3e5 g5g4 h3g2 h5g5,1784,74,93,262,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/pBoD7xUa#107,
0Alkz,4r1k1/ppb2pp1/2p5/3prPqp/P7/2N2R1K/1PQ2N2/R7 b - - 1 29,e5f5 c2f5 g5f5 f3f5 e8e3 h3g2,1732,76,92,1512,advantage defensiveMove long middlegame,https://lichess.org/e38aERxK/black#58,
0AmUI,r4rk1/ppp2ppp/2np1q2/3P3b/8/P1P2N1P/3QBPP1/R3R1K1 b - - 0 16,c6e5 f3e5 h5e2 e5d7 f6f5 d7f8,1700,75,82,238,advantage fork long middlegame,https://lichess.org/6LRiRZ43/black#32,Italian_Game Italian_Game_Classical_Variation
0An8j,5k2/3K4/4P3/5P1b/8/8/8/8 b - - 4 61,f8g7 d7e7 g7h6 f5f6 h6g5 f6f7,1792,75,96,3989,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/rrEF9TAX/black#122,
0AnGD,8/pp3k2/2p5/3p4/2r4n/2Q1Pq2/PP1K1P2/4R2R w - - 0 38,c3e5 f3f2 e1e2 h4f3 d2d1 f2e2 d1e2 f3e5,1732,74,99,615,advantage endgame fork veryLong,https://lichess.org/dvghtRlD#75,
0AneJ,8/8/3PK2k/4p3/7p/4rp2/8/5R2 b - - 0 49,h4h3 d6d7 e3d3 f1f3 d3f3 d7d8q,1785,76,88,1527,advancedPawn crushing deflection endgame long master promotion rookEndgame,https://lichess.org/dOlHp2Wm/black#98,
0Aq3m,6R1/5r2/1p1kq1R1/p6P/8/8/P4PK1/8 b - - 3 42,f7f6 g6f6 e6f6 g8g6 d6e7 g6f6,1729,75,97,2655,attraction clearance crushing endgame long pin queenRookEndgame,https://lichess.org/hclyg9QG/black#84,
0AqU8,8/p2bk3/1r1N3R/4rpp1/8/2bBP1P1/P4PP1/2R2K2 w - - 3 29,d6f5 d7f5 h6b6 f5d3 f1g1 a7b6,1727,75,97,894,advantage long middlegame,https://lichess.org/zLOJybSC#57,
0Aqjg,4Q3/p1p3k1/1p1p1qpp/2nP4/1PP5/6P1/PKB4P/8 w - - 3 30,b2a3 f6c3 c2b3 c3c1,1760,303,100,1,fork mate mateIn2 short,https://lichess.org/ooMCHHmn#59,
0Ar3q,r1b1k2r/1pq2ppp/p1n1pn2/3pP3/3N1P2/2bBB3/PPP3PP/R2Q1RK1 w kq - 0 11,e5f6 c3d4 e3d4 c6d4 f6g7 h8g8 d3h7 g8g7 d1d4 g7h7,1799,76,93,4800,advantage master opening veryLong,https://lichess.org/Mblr8dYS#21,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
0AsNR,r1b2rk1/pp2Bq1p/2nn2p1/8/3p1p1Q/P2B1P2/2P3PP/3RR1K1 b - - 1 22,c6e7 e1e7 d6f5 d3f5 c8f5 e7f7,1754,75,94,1971,advantage long middlegame,https://lichess.org/T1oKsonQ/black#44,
0AsQ1,r4nrk/1bp2pq1/p2p1npp/1p1Pp3/4P2N/1PP1Q1NP/P1B2PP1/R3R2K w - - 4 24,f2f4 e5f4 e3f4 g6g5 f4f2 g5h4,1738,74,95,11247,advantage fork long middlegame,https://lichess.org/upctOshb#47,
0Asp1,3r4/1rq3pk/4Qp1p/p1P5/8/B3P3/P3KPPP/R7 b - - 0 28,c7h2 e6e4 h7h8 e4b7 h2h5 b7f3,1740,125,20,11,crushing endgame fork long,https://lichess.org/VwGxZ8lH/black#56,
0Aspe,r1b1k2r/pppp1ppp/2n5/4Pq2/1n1P4/2N2NP1/PP3P1P/R2QKB1R w KQkq - 1 11,f3h4 b4c2 e1d2 f5f2 d1e2 f2e2,1741,76,92,2355,crushing deflection fork long opening,https://lichess.org/FiMWNGas#21,Danish_Gambit Danish_Gambit_Other_variations
0AsyH,2Rr2k1/pq1n1ppp/1p2p3/3bP3/5P2/P2BB2P/1P2Q1P1/5RK1 b - - 0 20,d8c8 d3a6 c8c2 e2c2,1799,75,95,5740,crushing middlegame short,https://lichess.org/0Pis8MHk/black#40,
0Atht,5rk1/p4pp1/1pP4p/4q3/2Q3P1/7P/P4P2/3R2K1 b - - 1 27,f8c8 d1d7 e5a1 g1g2 a1f6 c6c7,1727,73,89,2766,advancedPawn advantage defensiveMove endgame long,https://lichess.org/T1rDdxwk/black#54,
0Au03,r1bq1rk1/p3ppbp/2pp2p1/4P1Bn/3Q2P1/2N2N2/PPP2P1P/R4RK1 b - - 0 11,g7e5 f3e5 d6e5 d4d8 f8d8 g4h5,1748,86,89,32,advantage long middlegame,https://lichess.org/H2y3lEmS/black#22,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
0Avnp,rn1qk2r/pp3pp1/2p1pnp1/8/1bBP4/2N1P3/PP3PPP/R1BQK2R w KQkq - 1 10,d1a4 b4c3 b2c3 b7b5 c4b5 c6b5,1743,75,93,1622,advantage fork long opening,https://lichess.org/26h2YPPW#19,Queens_Gambit_Declined Queens_Gambit_Declined_Baltic_Defense
0Aw7S,r1bq2r1/p3b2k/1p4nP/3pN3/2pP4/4P3/PPQ2P2/2K3RR b - - 1 23,d8e8 g1g6 e8g6 e5g6,1749,89,85,40,advantage middlegame short,https://lichess.org/EOfC4ypF/black#46,
0AxPG,8/4k2p/NR2p1p1/2P2p2/8/4BbP1/Pb1K1P1P/1r6 w - - 4 32,e3d4 b1d1 d2e3 b2d4,1783,74,90,934,advantage endgame short,https://lichess.org/PPVMxHqR#63,
0Ay2s,7r/1p3pk1/3p1qp1/4p3/p5n1/P2P2Nr/BP3PP1/R1Q2RK1 w - - 0 26,c1c7 h3h1 g3h1 h8h1 g1h1 f6h4 h1g1 h4h2,1737,76,95,16957,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/UNgfNAJl#51,
0Azp3,3R4/p1p2ppk/2p1bn1p/1p2P3/6PP/2N1qP2/PPP5/1K3B1R b - - 2 17,e3f3 f1d3 g7g6 h1f1,1723,74,94,8002,advantage clearance middlegame short,https://lichess.org/TdgruOFh/black#34,Scotch_Game Scotch_Game_Classical_Variation
0B0Ch,1k2r3/1p2bp2/pP4p1/n6p/N3nP1P/P2BP3/Kr3P2/3RR3 w - - 0 27,a4b2 e4c3 a2a1 a5b3,1719,75,96,3195,fork mate mateIn2 middlegame short,https://lichess.org/3imbxEsn#53,
0B136,r3r1k1/pp1n1ppp/2pb1n2/3p1q2/3P4/P4B1P/1PPBNPP1/R2Q1RK1 b - - 3 14,f6e4 f3g4 f5g6 g4d7 e8e7 d7g4,1770,74,89,1176,advantage defensiveMove long middlegame skewer,https://lichess.org/fEMLDW2k/black#28,French_Defense French_Defense_Exchange_Variation
0B13S,8/7p/6p1/P2p4/2bK1PP1/1k6/2pB4/8 b - - 0 42,b3b2 f4f5 g6f5 g4f5 c2c1q d2c1,1712,89,84,27,bishopEndgame crushing endgame long,https://lichess.org/udzQq146/black#84,
0B26Z,r3r1k1/pp3p1p/6p1/8/3p1Pqb/3P1RN1/PPPB2K1/R2Q4 b - - 5 21,h4g3 f3g3 e8e2 g2f1 g4g3 d1e2,1701,75,89,1710,advantage long middlegame,https://lichess.org/w2N9m3Lz/black#42,
0B2Ry,8/ppp2pk1/1bp5/4R1p1/8/2PPK3/PP3rP1/R7 w - - 2 31,e3e4 f2f4,1738,85,74,506,endgame mate mateIn1 oneMove,https://lichess.org/MxVGNYuH#61,
0B3Yv,3r2k1/1p1q2p1/p6p/2Rp1p2/1P1Q3P/P5P1/5PBK/4r3 b - - 3 27,f5f4 c5d5 f4g3 f2g3 d7d5 g2d5,1765,74,92,385,advantage endgame long,https://lichess.org/kBkcRFKT/black#54,
0B4AV,r4bk1/p6p/1pN3p1/2pP4/2P3P1/6qP/PP6/R4Q1K w - - 0 26,a1e1 f8d6 c6e7 g8g7,1739,75,94,4147,crushing defensiveMove endgame quietMove short,https://lichess.org/qIlScr7Q#51,
0B5dO,rnbqk2r/1p2bppp/2p2n2/p2p2B1/B2P4/5N2/PPP2PPP/RN1QK2R w KQkq - 0 8,e1g1 b7b5 a4b5 c6b5,1794,89,86,27,crushing opening short,https://lichess.org/CnllN1Vs#15,French_Defense French_Defense_Knight_Variation
0B67I,5rr1/2qkp3/2p5/3N4/Q2P4/P4pP1/1P3KbP/4R3 b - - 0 32,f8a8 e1e7 d7d6 a4b4,1732,75,99,411,crushing master middlegame pin short,https://lichess.org/26ARkBuu/black#64,
0B6Df,q3r2k/R5p1/p4p1p/3p4/2b1r3/P3B2P/5PP1/1R1Q2K1 b - - 1 35,a8c8 b1b7 e4e3 f2e3,1716,88,55,39,advantage middlegame short,https://lichess.org/nomQOnD0/black#70,
0B7hA,8/Q4pk1/5qpp/8/8/6P1/P3rP2/3R2K1 w - - 1 35,d1d7 e2e1 g1g2 f6c6,1742,74,92,1760,crushing endgame master short,https://lichess.org/sodV81Ig#69,
0B7og,7k/6p1/p1p2p1p/8/8/1P1QB1PP/n2K1P2/7q w - - 4 44,d3a6 h1c1 d2e2 a2c3 e2d3 c1f1 d3c3 f1a6,1734,75,96,4621,crushing endgame exposedKing master skewer veryLong,https://lichess.org/bsFWbjRB#87,
0B8WH,r1bkq1n1/pp2b2r/2p1pn2/3pN3/3P4/4P1Q1/PPP2PPB/RN3RK1 b - - 10 18,f6e4 e5c6 e8c6 g3g8 d8d7 g8h7,1784,79,64,76,advantage deflection exposedKing fork long opening,https://lichess.org/LCMNryaJ/black#36,Horwitz_Defense Horwitz_Defense_Other_variations
0BBLt,8/p1r1kp2/4p1p1/1n1p3p/8/1P1NPPPP/P2K4/R7 b - - 0 34,e7d6 a2a4 b5c3 a1c1,1709,74,94,3091,advantage endgame master short,https://lichess.org/biT9TVPM/black#68,
0BCVb,r4rk1/1p2bppp/p1b1p3/4P1P1/2PBR3/5N1q/P1B2P2/1R1Q2K1 w - - 1 27,e4f4 e7g5 f4e4 c6e4 c2e4 h3g4 g1f1 g4e4,1785,75,94,7216,advantage fork middlegame trappedPiece veryLong,https://lichess.org/uDhkEWTY#53,
0BD1o,r4rk1/pp1nq2p/2pb2pP/3p1bP1/4pP2/2N1P1B1/PPPQB3/2KR3R b - - 1 20,a7a6 c3d5 c6d5 d2d5 f8f7 d5d6,1767,74,96,6119,crushing long middlegame,https://lichess.org/Uj9zEwm9/black#40,
0BDGy,7b/3rk2p/p2pN1p1/2pP4/2P1Q3/P2B1P1P/3q1P1K/8 w - - 0 35,e6c5 h8e5 h2g2 d2g5 e4g4 g5g4,1704,75,89,2273,crushing endgame long,https://lichess.org/gIqdPjK0#69,
0BDmC,8/p6p/1p4p1/2PB4/7k/8/3r4/4R2K w - - 1 35,c5c6 d2d5 e1c1 d5d8,1787,74,91,87,advantage defensiveMove endgame hangingPiece short,https://lichess.org/PvftD4EP#69,
0BErk,1rb2k2/1p3ppp/p3p1q1/2pP4/2P2Q2/2N5/PP4P1/R5K1 b - - 1 21,e6e5 f4e5 b8a8 a1e1,1791,76,88,1661,crushing defensiveMove endgame short,https://lichess.org/SGC1kD4l/black#42,
0BFnE,2rq2k1/1p2prbQ/8/pB1p4/Pn2P3/1P1p4/1BP2p2/1K5R b - - 1 25,g8f8 h7h8 g7h8 h1h8,1783,111,76,54,master mate mateIn2 middlegame sacrifice short,https://lichess.org/2FOV3FIS/black#50,
0BFvL,8/2K1k2B/5p2/5Pp1/6P1/8/8/1b6 w - - 10 50,c7c6 b1e4 c6c5 e4f3,1764,74,88,890,bishopEndgame crushing endgame short,https://lichess.org/VTLWuofW#99,
0BGpX,1q6/3k1r2/p1pB1np1/3pPb2/3P2PQ/P7/2P4K/5R2 b - - 2 35,f7h7 h4h7 f6h7 d6b8,1771,74,89,178,crushing middlegame short,https://lichess.org/eTsueZia/black#70,
0BJC3,r4rk1/6q1/p1p1n3/3p3R/N3P3/5Qp1/PPP2PK1/7R w - - 0 35,f3g3 e6f4 g2f1 f4h5 g3g7 h5g7,1706,75,87,78,advantage fork long middlegame,https://lichess.org/y8RaiGIi#69,
0BL3T,2r5/pp4pp/5k2/2r1pb2/1b6/1BN1P3/PP3PPP/2RK3R w - - 12 20,c3d5 c5d5 b3d5 c8d8 d1e2 d8d5,1754,74,95,10436,advantage long middlegame pin sacrifice,https://lichess.org/mnBv3IKv#39,
0BMLk,r7/5Qpk/p2p2Np/1p2b3/1P1pP1q1/P2P3b/B4PP1/4R1K1 w - - 4 27,f7f3 g4f3 g2f3 h7g6,1768,76,68,67,crushing middlegame short,https://lichess.org/Gcp7UXC4#53,
0BMWy,rn1qkbnr/pp2pppp/8/2pp4/6b1/1QP5/PP1PPPBP/RNB1K1NR b KQkq - 1 4,e7e6 b3a4 b8c6 a4g4,1703,75,92,3510,advantage fork opening short,https://lichess.org/G8sDFBXx/black#8,Grob_Opening Grob_Opening_Grob_Gambit
0BRIq,r3k2r/pp3ppp/2np1n2/2b1p1B1/2B1P3/2N2N1q/PPP2P2/R2Q1RK1 w kq - 0 12,f3h2 h3g3 g1h1 g3g5,1761,77,93,1929,advantage middlegame pin short,https://lichess.org/KzEizBQW#23,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
0BUnA,rnb2r2/ppp2kpp/5n2/3qP3/8/8/PPPP2Np/RNBQ1R1K b - - 2 12,c8h3 d1h5 f7g8 h5h3,1758,77,96,12864,advantage middlegame pin short,https://lichess.org/3mRn76OK/black#24,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
0BV4H,8/1k4pp/5p2/4n3/P3PB2/2K3P1/8/8 b - - 2 41,b7a6 f4e5 f6e5 c3c4 h7h5 c4d5,1742,74,93,936,crushing endgame long,https://lichess.org/PCUqyBmA/black#82,
